answer,provider,model,few shot,temperature,run,file_id
1,gpt,gpt-4.1-mini,1,0.8,5,11
3,gpt,gpt-4.1-mini,1,0.8,6,11
3,gpt,gpt-4.1-mini,1,0.8,7,11
3,gpt,gpt-4.1-mini,1,0.8,8,11
3,gpt,gpt-4.1-mini,1,0.8,9,11
3,gpt,gpt-4.1-mini,1,1.2,0,11
3,gpt,gpt-4.1-mini,1,1.2,1,11
1,gpt,gpt-4.1-mini,1,1.2,2,11
3,gpt,gpt-4.1-mini,1,1.2,3,11
3,gpt,gpt-4.1-mini,1,1.2,4,11
1,gpt,gpt-4.1-mini,1,1.2,5,11
3,gpt,gpt-4.1-mini,1,1.2,6,11
3,gpt,gpt-4.1-mini,1,1.2,7,11
1,gpt,gpt-4.1-mini,1,1.2,8,11
3,gpt,gpt-4.1-mini,1,1.2,9,11
3,gpt,gpt-4.1-mini,1,1.6,0,11
3,gpt,gpt-4.1-mini,1,1.6,1,11
3,gpt,gpt-4.1-mini,1,1.6,2,11
3,gpt,gpt-4.1-mini,1,1.6,3,11
3,gpt,gpt-4.1-mini,1,1.6,4,11
3,gpt,gpt-4.1-mini,1,1.6,5,11
3,gpt,gpt-4.1-mini,1,1.6,6,11
3,gpt,gpt-4.1-mini,1,1.6,7,11
3,gpt,gpt-4.1-mini,1,1.6,8,11
3,gpt,gpt-4.1-mini,1,1.6,9,11
3,gpt,gpt-4.1-mini,1,0,0,12
3,gpt,gpt-4.1-mini,1,0,1,12
3,gpt,gpt-4.1-mini,1,0,2,12
3,gpt,gpt-4.1-mini,1,0,3,12
3,gpt,gpt-4.1-mini,1,0,4,12
3,gpt,gpt-4.1-mini,1,0,5,12
3,gpt,gpt-4.1-mini,1,0,6,12
3,gpt,gpt-4.1-mini,1,0,7,12
3,gpt,gpt-4.1-mini,1,0,8,12
3,gpt,gpt-4.1-mini,1,0,9,12
3,gpt,gpt-4.1-mini,1,0.4,0,12
3,gpt,gpt-4.1-mini,1,0.4,1,12
3,gpt,gpt-4.1-mini,1,0.4,2,12
3,gpt,gpt-4.1-mini,1,0.4,3,12
3,gpt,gpt-4.1-mini,1,0.4,4,12
3,gpt,gpt-4.1-mini,1,0.4,5,12
3,gpt,gpt-4.1-mini,1,0.4,6,12
3,gpt,gpt-4.1-mini,1,0.4,7,12
3,gpt,gpt-4.1-mini,1,0.4,8,12
3,gpt,gpt-4.1-mini,1,0.4,9,12
3,gpt,gpt-4.1-mini,1,0.8,0,12
3,gpt,gpt-4.1-mini,1,0.8,1,12
3,gpt,gpt-4.1-mini,1,0.8,2,12
3,gpt,gpt-4.1-mini,1,0.8,3,12
3,gpt,gpt-4.1-mini,1,0.8,4,12
3,gpt,gpt-4.1-mini,1,0.8,5,12
3,gpt,gpt-4.1-mini,1,0.8,6,12
3,gpt,gpt-4.1-mini,1,0.8,7,12
3,gpt,gpt-4.1-mini,1,0.8,8,12
3,gpt,gpt-4.1-mini,1,0.8,9,12
3,gpt,gpt-4.1-mini,1,1.2,0,12
3,gpt,gpt-4.1-mini,1,1.2,1,12
3,gpt,gpt-4.1-mini,1,1.2,2,12
3,gpt,gpt-4.1-mini,1,1.2,3,12
3,gpt,gpt-4.1-mini,1,1.2,4,12
3,gpt,gpt-4.1-mini,1,1.2,5,12
3,gpt,gpt-4.1-mini,1,1.2,6,12
3,gpt,gpt-4.1-mini,1,1.2,7,12
3,gpt,gpt-4.1-mini,1,1.2,8,12
3,gpt,gpt-4.1-mini,1,1.2,9,12
3,gpt,gpt-4.1-mini,1,1.6,0,12
3,gpt,gpt-4.1-mini,1,1.6,1,12
3,gpt,gpt-4.1-mini,1,1.6,2,12
3,gpt,gpt-4.1-mini,1,1.6,3,12
3,gpt,gpt-4.1-mini,1,1.6,4,12
3,gpt,gpt-4.1-mini,1,1.6,5,12
3,gpt,gpt-4.1-mini,1,1.6,6,12
3,gpt,gpt-4.1-mini,1,1.6,7,12
3,gpt,gpt-4.1-mini,1,1.6,8,12
3,gpt,gpt-4.1-mini,1,1.6,9,12
3,gpt,gpt-4.1-mini,1,0,0,13
3,gpt,gpt-4.1-mini,1,0,1,13
3,gpt,gpt-4.1-mini,1,0,2,13
3,gpt,gpt-4.1-mini,1,0,3,13
3,gpt,gpt-4.1-mini,1,0,4,13
3,gpt,gpt-4.1-mini,1,0,5,13
3,gpt,gpt-4.1-mini,1,0,6,13
3,gpt,gpt-4.1-mini,1,0,7,13
3,gpt,gpt-4.1-mini,1,0,8,13
3,gpt,gpt-4.1-mini,1,0,9,13
3,gpt,gpt-4.1-mini,1,0.4,0,13
3,gpt,gpt-4.1-mini,1,0.4,1,13
3,gpt,gpt-4.1-mini,1,0.4,2,13
3,gpt,gpt-4.1-mini,1,0.4,3,13
1,gpt,gpt-4.1-mini,1,0.4,4,13
1,gpt,gpt-4.1-mini,1,0.4,5,13
3,gpt,gpt-4.1-mini,1,0.4,6,13
1,gpt,gpt-4.1-mini,1,0.4,7,13
3,gpt,gpt-4.1-mini,1,0.4,8,13
3,gpt,gpt-4.1-mini,1,0.4,9,13
3,gpt,gpt-4.1-mini,1,0.8,0,13
3,gpt,gpt-4.1-mini,1,0.8,1,13
3,gpt,gpt-4.1-mini,1,0.8,2,13
1,gpt,gpt-4.1-mini,1,0.8,3,13
3,gpt,gpt-4.1-mini,1,0.8,4,13
1,gpt,gpt-4.1-mini,1,0.8,5,13
3,gpt,gpt-4.1-mini,1,0.8,6,13
3,gpt,gpt-4.1-mini,1,0.8,7,13
3,gpt,gpt-4.1-mini,1,0.8,8,13
3,gpt,gpt-4.1-mini,1,0.8,9,13
1,gpt,gpt-4.1-mini,1,1.2,0,13
3,gpt,gpt-4.1-mini,1,1.2,1,13
3,gpt,gpt-4.1-mini,1,1.2,2,13
3,gpt,gpt-4.1-mini,1,1.2,3,13
3,gpt,gpt-4.1-mini,1,1.2,4,13
1,gpt,gpt-4.1-mini,1,1.2,5,13
3,gpt,gpt-4.1-mini,1,1.2,6,13
3,gpt,gpt-4.1-mini,1,1.2,7,13
1,gpt,gpt-4.1-mini,1,1.2,8,13
3,gpt,gpt-4.1-mini,1,1.2,9,13
3,gpt,gpt-4.1-mini,1,1.6,0,13
1,gpt,gpt-4.1-mini,1,1.6,1,13
3,gpt,gpt-4.1-mini,1,1.6,2,13
3,gpt,gpt-4.1-mini,1,1.6,3,13
3,gpt,gpt-4.1-mini,1,1.6,4,13
1,gpt,gpt-4.1-mini,1,1.6,5,13
3,gpt,gpt-4.1-mini,1,1.6,6,13
3,gpt,gpt-4.1-mini,1,1.6,7,13
3,gpt,gpt-4.1-mini,1,1.6,8,13
3,gpt,gpt-4.1-mini,1,1.6,9,13
2,gpt,gpt-4.1-mini,1,0,0,14
2,gpt,gpt-4.1-mini,1,0,1,14
2,gpt,gpt-4.1-mini,1,0,2,14
2,gpt,gpt-4.1-mini,1,0,3,14
2,gpt,gpt-4.1-mini,1,0,4,14
2,gpt,gpt-4.1-mini,1,0,5,14
2,gpt,gpt-4.1-mini,1,0,6,14
2,gpt,gpt-4.1-mini,1,0,7,14
2,gpt,gpt-4.1-mini,1,0,8,14
2,gpt,gpt-4.1-mini,1,0,9,14
2,gpt,gpt-4.1-mini,1,0.4,0,14
2,gpt,gpt-4.1-mini,1,0.4,1,14
2,gpt,gpt-4.1-mini,1,0.4,2,14
2,gpt,gpt-4.1-mini,1,0.4,3,14
2,gpt,gpt-4.1-mini,1,0.4,4,14
2,gpt,gpt-4.1-mini,1,0.4,5,14
2,gpt,gpt-4.1-mini,1,0.4,6,14
2,gpt,gpt-4.1-mini,1,0.4,7,14
2,gpt,gpt-4.1-mini,1,0.4,8,14
2,gpt,gpt-4.1-mini,1,0.4,9,14
2,gpt,gpt-4.1-mini,1,0.8,0,14
2,gpt,gpt-4.1-mini,1,0.8,1,14
2,gpt,gpt-4.1-mini,1,0.8,2,14
2,gpt,gpt-4.1-mini,1,0.8,3,14
2,gpt,gpt-4.1-mini,1,0.8,4,14
2,gpt,gpt-4.1-mini,1,0.8,5,14
2,gpt,gpt-4.1-mini,1,0.8,6,14
2,gpt,gpt-4.1-mini,1,0.8,7,14
2,gpt,gpt-4.1-mini,1,0.8,8,14
2,gpt,gpt-4.1-mini,1,0.8,9,14
2,gpt,gpt-4.1-mini,1,1.2,0,14
2,gpt,gpt-4.1-mini,1,1.2,1,14
2,gpt,gpt-4.1-mini,1,1.2,2,14
2,gpt,gpt-4.1-mini,1,1.2,3,14
2,gpt,gpt-4.1-mini,1,1.2,4,14
2,gpt,gpt-4.1-mini,1,1.2,5,14
2,gpt,gpt-4.1-mini,1,1.2,6,14
2,gpt,gpt-4.1-mini,1,1.2,7,14
2,gpt,gpt-4.1-mini,1,1.2,8,14
2,gpt,gpt-4.1-mini,1,1.2,9,14
2,gpt,gpt-4.1-mini,1,1.6,0,14
2,gpt,gpt-4.1-mini,1,1.6,1,14
2,gpt,gpt-4.1-mini,1,1.6,2,14
2,gpt,gpt-4.1-mini,1,1.6,3,14
2,gpt,gpt-4.1-mini,1,1.6,4,14
2,gpt,gpt-4.1-mini,1,1.6,5,14
2,gpt,gpt-4.1-mini,1,1.6,6,14
2,gpt,gpt-4.1-mini,1,1.6,7,14
2,gpt,gpt-4.1-mini,1,1.6,8,14
2,gpt,gpt-4.1-mini,1,1.6,9,14
1,gpt,gpt-4.1-mini,1,0,0,15
1,gpt,gpt-4.1-mini,1,0,1,15
1,gpt,gpt-4.1-mini,1,0,2,15
1,gpt,gpt-4.1-mini,1,0,3,15
1,gpt,gpt-4.1-mini,1,0,4,15
1,gpt,gpt-4.1-mini,1,0,5,15
3,gpt,gpt-4.1-mini,1,0,6,15
1,gpt,gpt-4.1-mini,1,0,7,15
1,gpt,gpt-4.1-mini,1,0,8,15
1,gpt,gpt-4.1-mini,1,0,9,15
1,gpt,gpt-4.1-mini,1,0.4,0,15
3,gpt,gpt-4.1-mini,1,0.4,1,15
3,gpt,gpt-4.1-mini,1,0.4,2,15
1,gpt,gpt-4.1-mini,1,0.4,3,15
3,gpt,gpt-4.1-mini,1,0.4,4,15
1,gpt,gpt-4.1-mini,1,0.4,5,15
3,gpt,gpt-4.1-mini,1,0.4,6,15
1,gpt,gpt-4.1-mini,1,0.4,7,15
3,gpt,gpt-4.1-mini,1,0.4,8,15
1,gpt,gpt-4.1-mini,1,0.4,9,15
3,gpt,gpt-4.1-mini,1,0.8,0,15
1,gpt,gpt-4.1-mini,1,0.8,1,15
1,gpt,gpt-4.1-mini,1,0.8,2,15
1,gpt,gpt-4.1-mini,1,0.8,3,15
1,gpt,gpt-4.1-mini,1,0.8,4,15
1,gpt,gpt-4.1-mini,1,0.8,5,15
1,gpt,gpt-4.1-mini,1,0.8,6,15
3,gpt,gpt-4.1-mini,1,0.8,7,15
1,gpt,gpt-4.1-mini,1,0.8,8,15
1,gpt,gpt-4.1-mini,1,0.8,9,15
3,gpt,gpt-4.1-mini,1,1.2,0,15
3,gpt,gpt-4.1-mini,1,1.2,1,15
3,gpt,gpt-4.1-mini,1,1.2,2,15
1,gpt,gpt-4.1-mini,1,1.2,3,15
3,gpt,gpt-4.1-mini,1,1.2,4,15
1,gpt,gpt-4.1-mini,1,1.2,5,15
3,gpt,gpt-4.1-mini,1,1.2,6,15
3,gpt,gpt-4.1-mini,1,1.2,7,15
1,gpt,gpt-4.1-mini,1,1.2,8,15
1,gpt,gpt-4.1-mini,1,1.2,9,15
1,gpt,gpt-4.1-mini,1,1.6,0,15
1,gpt,gpt-4.1-mini,1,1.6,1,15
3,gpt,gpt-4.1-mini,1,1.6,2,15
1,gpt,gpt-4.1-mini,1,1.6,3,15
1,gpt,gpt-4.1-mini,1,1.6,4,15
3,gpt,gpt-4.1-mini,1,1.6,5,15
1,gpt,gpt-4.1-mini,1,1.6,6,15
1,gpt,gpt-4.1-mini,1,1.6,7,15
1,gpt,gpt-4.1-mini,1,1.6,8,15
1,gpt,gpt-4.1-mini,1,1.6,9,15
3,gpt,gpt-4.1-mini,1,0,0,16
3,gpt,gpt-4.1-mini,1,0,1,16
3,gpt,gpt-4.1-mini,1,0,2,16
3,gpt,gpt-4.1-mini,1,0,3,16
3,gpt,gpt-4.1-mini,1,0,4,16
3,gpt,gpt-4.1-mini,1,0,5,16
3,gpt,gpt-4.1-mini,1,0,6,16
3,gpt,gpt-4.1-mini,1,0,7,16
3,gpt,gpt-4.1-mini,1,0,8,16
3,gpt,gpt-4.1-mini,1,0,9,16
3,gpt,gpt-4.1-mini,1,0.4,0,16
3,gpt,gpt-4.1-mini,1,0.4,1,16
3,gpt,gpt-4.1-mini,1,0.4,2,16
3,gpt,gpt-4.1-mini,1,0.4,3,16
3,gpt,gpt-4.1-mini,1,0.4,4,16
3,gpt,gpt-4.1-mini,1,0.4,5,16
3,gpt,gpt-4.1-mini,1,0.4,6,16
3,gpt,gpt-4.1-mini,1,0.4,7,16
3,gpt,gpt-4.1-mini,1,0.4,8,16
3,gpt,gpt-4.1-mini,1,0.4,9,16
3,gpt,gpt-4.1-mini,1,0.8,0,16
3,gpt,gpt-4.1-mini,1,0.8,1,16
3,gpt,gpt-4.1-mini,1,0.8,2,16
3,gpt,gpt-4.1-mini,1,0.8,3,16
3,gpt,gpt-4.1-mini,1,0.8,4,16
3,gpt,gpt-4.1-mini,1,0.8,5,16
3,gpt,gpt-4.1-mini,1,0.8,6,16
3,gpt,gpt-4.1-mini,1,0.8,7,16
3,gpt,gpt-4.1-mini,1,0.8,8,16
3,gpt,gpt-4.1-mini,1,0.8,9,16
3,gpt,gpt-4.1-mini,1,1.2,0,16
3,gpt,gpt-4.1-mini,1,1.2,1,16
3,gpt,gpt-4.1-mini,1,1.2,2,16
3,gpt,gpt-4.1-mini,1,1.2,3,16
3,gpt,gpt-4.1-mini,1,1.2,4,16
3,gpt,gpt-4.1-mini,1,1.2,5,16
3,gpt,gpt-4.1-mini,1,1.2,6,16
3,gpt,gpt-4.1-mini,1,1.2,7,16
3,gpt,gpt-4.1-mini,1,1.2,8,16
3,gpt,gpt-4.1-mini,1,1.2,9,16
3,gpt,gpt-4.1-mini,1,1.6,0,16
3,gpt,gpt-4.1-mini,1,1.6,1,16
3,gpt,gpt-4.1-mini,1,1.6,2,16
3,gpt,gpt-4.1-mini,1,1.6,3,16
3,gpt,gpt-4.1-mini,1,1.6,4,16
3,gpt,gpt-4.1-mini,1,1.6,5,16
3,gpt,gpt-4.1-mini,1,1.6,6,16
3,gpt,gpt-4.1-mini,1,1.6,7,16
3,gpt,gpt-4.1-mini,1,1.6,8,16
3,gpt,gpt-4.1-mini,1,1.6,9,16
3,gpt,gpt-4.1-mini,1,0,0,17
3,gpt,gpt-4.1-mini,1,0,1,17
3,gpt,gpt-4.1-mini,1,0,2,17
3,gpt,gpt-4.1-mini,1,0,3,17
1,gpt,gpt-4.1-mini,1,0,4,17
1,gpt,gpt-4.1-mini,1,0,5,17
1,gpt,gpt-4.1-mini,1,0,6,17
1,gpt,gpt-4.1-mini,1,0,7,17
1,gpt,gpt-4.1-mini,1,0,8,17
3,gpt,gpt-4.1-mini,1,0,9,17
3,gpt,gpt-4.1-mini,1,0.4,0,17
3,gpt,gpt-4.1-mini,1,0.4,1,17
1,gpt,gpt-4.1-mini,1,0.4,2,17
1,gpt,gpt-4.1-mini,1,0.4,3,17
3,gpt,gpt-4.1-mini,1,0.4,4,17
1,gpt,gpt-4.1-mini,1,0.4,5,17
3,gpt,gpt-4.1-mini,1,0.4,6,17
1,gpt,gpt-4.1-mini,1,0.4,7,17
1,gpt,gpt-4.1-mini,1,0.4,8,17
1,gpt,gpt-4.1-mini,1,0.4,9,17
1,gpt,gpt-4.1-mini,1,0.8,0,17
1,gpt,gpt-4.1-mini,1,0.8,1,17
3,gpt,gpt-4.1-mini,1,0.8,2,17
3,gpt,gpt-4.1-mini,1,0.8,3,17
3,gpt,gpt-4.1-mini,1,0.8,4,17
3,gpt,gpt-4.1-mini,1,0.8,5,17
1,gpt,gpt-4.1-mini,1,0.8,6,17
1,gpt,gpt-4.1-mini,1,0.8,7,17
1,gpt,gpt-4.1-mini,1,0.8,8,17
1,gpt,gpt-4.1-mini,1,0.8,9,17
1,gpt,gpt-4.1-mini,1,1.2,0,17
1,gpt,gpt-4.1-mini,1,1.2,1,17
1,gpt,gpt-4.1-mini,1,1.2,2,17
1,gpt,gpt-4.1-mini,1,1.2,3,17
1,gpt,gpt-4.1-mini,1,1.2,4,17
3,gpt,gpt-4.1-mini,1,1.2,5,17
1,gpt,gpt-4.1-mini,1,1.2,6,17
1,gpt,gpt-4.1-mini,1,1.2,7,17
3,gpt,gpt-4.1-mini,1,1.2,8,17
1,gpt,gpt-4.1-mini,1,1.2,9,17
1,gpt,gpt-4.1-mini,1,1.6,0,17
1,gpt,gpt-4.1-mini,1,1.6,1,17
1,gpt,gpt-4.1-mini,1,1.6,2,17
1,gpt,gpt-4.1-mini,1,1.6,3,17
1,gpt,gpt-4.1-mini,1,1.6,4,17
1,gpt,gpt-4.1-mini,1,1.6,5,17
1,gpt,gpt-4.1-mini,1,1.6,6,17
1,gpt,gpt-4.1-mini,1,1.6,7,17
1,gpt,gpt-4.1-mini,1,1.6,8,17
1,gpt,gpt-4.1-mini,1,1.6,9,17
2,gpt,gpt-4.1-mini,1,0,0,18
2,gpt,gpt-4.1-mini,1,0,1,18
2,gpt,gpt-4.1-mini,1,0,2,18
2,gpt,gpt-4.1-mini,1,0,3,18
2,gpt,gpt-4.1-mini,1,0,4,18
2,gpt,gpt-4.1-mini,1,0,5,18
2,gpt,gpt-4.1-mini,1,0,6,18
2,gpt,gpt-4.1-mini,1,0,7,18
2,gpt,gpt-4.1-mini,1,0,8,18
2,gpt,gpt-4.1-mini,1,0,9,18
2,gpt,gpt-4.1-mini,1,0.4,0,18
2,gpt,gpt-4.1-mini,1,0.4,1,18
2,gpt,gpt-4.1-mini,1,0.4,2,18
2,gpt,gpt-4.1-mini,1,0.4,3,18
2,gpt,gpt-4.1-mini,1,0.4,4,18
2,gpt,gpt-4.1-mini,1,0.4,5,18
2,gpt,gpt-4.1-mini,1,0.4,6,18
2,gpt,gpt-4.1-mini,1,0.4,7,18
2,gpt,gpt-4.1-mini,1,0.4,8,18
2,gpt,gpt-4.1-mini,1,0.4,9,18
2,gpt,gpt-4.1-mini,1,0.8,0,18
2,gpt,gpt-4.1-mini,1,0.8,1,18
2,gpt,gpt-4.1-mini,1,0.8,2,18
2,gpt,gpt-4.1-mini,1,0.8,3,18
2,gpt,gpt-4.1-mini,1,0.8,4,18
2,gpt,gpt-4.1-mini,1,0.8,5,18
2,gpt,gpt-4.1-mini,1,0.8,6,18
2,gpt,gpt-4.1-mini,1,0.8,7,18
2,gpt,gpt-4.1-mini,1,0.8,8,18
2,gpt,gpt-4.1-mini,1,0.8,9,18
2,gpt,gpt-4.1-mini,1,1.2,0,18
2,gpt,gpt-4.1-mini,1,1.2,1,18
2,gpt,gpt-4.1-mini,1,1.2,2,18
2,gpt,gpt-4.1-mini,1,1.2,3,18
2,gpt,gpt-4.1-mini,1,1.2,4,18
2,gpt,gpt-4.1-mini,1,1.2,5,18
2,gpt,gpt-4.1-mini,1,1.2,6,18
2,gpt,gpt-4.1-mini,1,1.2,7,18
2,gpt,gpt-4.1-mini,1,1.2,8,18
2,gpt,gpt-4.1-mini,1,1.2,9,18
2,gpt,gpt-4.1-mini,1,1.6,0,18
2,gpt,gpt-4.1-mini,1,1.6,1,18
3,gpt,gpt-4.1-mini,1,1.6,2,18
2,gpt,gpt-4.1-mini,1,1.6,3,18
2,gpt,gpt-4.1-mini,1,1.6,4,18
2,gpt,gpt-4.1-mini,1,1.6,5,18
2,gpt,gpt-4.1-mini,1,1.6,6,18
2,gpt,gpt-4.1-mini,1,1.6,7,18
2,gpt,gpt-4.1-mini,1,1.6,8,18
2,gpt,gpt-4.1-mini,1,1.6,9,18
3,gpt,gpt-4.1-mini,1,0,0,19
3,gpt,gpt-4.1-mini,1,0,1,19
3,gpt,gpt-4.1-mini,1,0,2,19
3,gpt,gpt-4.1-mini,1,0,3,19
3,gpt,gpt-4.1-mini,1,0,4,19
3,gpt,gpt-4.1-mini,1,0,5,19
3,gpt,gpt-4.1-mini,1,0,6,19
3,gpt,gpt-4.1-mini,1,0,7,19
3,gpt,gpt-4.1-mini,1,0,8,19
3,gpt,gpt-4.1-mini,1,0,9,19
3,gpt,gpt-4.1-mini,1,0.4,0,19
3,gpt,gpt-4.1-mini,1,0.4,1,19
3,gpt,gpt-4.1-mini,1,0.4,2,19
3,gpt,gpt-4.1-mini,1,0.4,3,19
3,gpt,gpt-4.1-mini,1,0.4,4,19
3,gpt,gpt-4.1-mini,1,0.4,5,19
3,gpt,gpt-4.1-mini,1,0.4,6,19
3,gpt,gpt-4.1-mini,1,0.4,7,19
3,gpt,gpt-4.1-mini,1,0.4,8,19
3,gpt,gpt-4.1-mini,1,0.4,9,19
3,gpt,gpt-4.1-mini,1,0.8,0,19
3,gpt,gpt-4.1-mini,1,0.8,1,19
3,gpt,gpt-4.1-mini,1,0.8,2,19
3,gpt,gpt-4.1-mini,1,0.8,3,19
3,gpt,gpt-4.1-mini,1,0.8,4,19
3,gpt,gpt-4.1-mini,1,0.8,5,19
3,gpt,gpt-4.1-mini,1,0.8,6,19
3,gpt,gpt-4.1-mini,1,0.8,7,19
3,gpt,gpt-4.1-mini,1,0.8,8,19
3,gpt,gpt-4.1-mini,1,0.8,9,19
3,gpt,gpt-4.1-mini,1,1.2,0,19
3,gpt,gpt-4.1-mini,1,1.2,1,19
3,gpt,gpt-4.1-mini,1,1.2,2,19
3,gpt,gpt-4.1-mini,1,1.2,3,19
3,gpt,gpt-4.1-mini,1,1.2,4,19
3,gpt,gpt-4.1-mini,1,1.2,5,19
3,gpt,gpt-4.1-mini,1,1.2,6,19
3,gpt,gpt-4.1-mini,1,1.2,7,19
3,gpt,gpt-4.1-mini,1,1.2,8,19
3,gpt,gpt-4.1-mini,1,1.2,9,19
3,gpt,gpt-4.1-mini,1,1.6,0,19
3,gpt,gpt-4.1-mini,1,1.6,1,19
3,gpt,gpt-4.1-mini,1,1.6,2,19
3,gpt,gpt-4.1-mini,1,1.6,3,19
3,gpt,gpt-4.1-mini,1,1.6,4,19
3,gpt,gpt-4.1-mini,1,1.6,5,19
3,gpt,gpt-4.1-mini,1,1.6,6,19
3,gpt,gpt-4.1-mini,1,1.6,7,19
3,gpt,gpt-4.1-mini,1,1.6,8,19
3,gpt,gpt-4.1-mini,1,1.6,9,19
1,gpt,gpt-4.1-mini,1,0,0,20
1,gpt,gpt-4.1-mini,1,0,1,20
1,gpt,gpt-4.1-mini,1,0,2,20
1,gpt,gpt-4.1-mini,1,0,3,20
1,gpt,gpt-4.1-mini,1,0,4,20
1,gpt,gpt-4.1-mini,1,0,5,20
1,gpt,gpt-4.1-mini,1,0,6,20
1,gpt,gpt-4.1-mini,1,0,7,20
1,gpt,gpt-4.1-mini,1,0,8,20
1,gpt,gpt-4.1-mini,1,0,9,20
1,gpt,gpt-4.1-mini,1,0.4,0,20
1,gpt,gpt-4.1-mini,1,0.4,1,20
1,gpt,gpt-4.1-mini,1,0.4,2,20
1,gpt,gpt-4.1-mini,1,0.4,3,20
1,gpt,gpt-4.1-mini,1,0.4,4,20
1,gpt,gpt-4.1-mini,1,0.4,5,20
1,gpt,gpt-4.1-mini,1,0.4,6,20
1,gpt,gpt-4.1-mini,1,0.4,7,20
1,gpt,gpt-4.1-mini,1,0.4,8,20
1,gpt,gpt-4.1-mini,1,0.4,9,20
1,gpt,gpt-4.1-mini,1,0.8,0,20
1,gpt,gpt-4.1-mini,1,0.8,1,20
1,gpt,gpt-4.1-mini,1,0.8,2,20
1,gpt,gpt-4.1-mini,1,0.8,3,20
1,gpt,gpt-4.1-mini,1,0.8,4,20
1,gpt,gpt-4.1-mini,1,0.8,5,20
3,gpt,gpt-4.1-mini,1,0.8,6,20
1,gpt,gpt-4.1-mini,1,0.8,7,20
1,gpt,gpt-4.1-mini,1,0.8,8,20
1,gpt,gpt-4.1-mini,1,0.8,9,20
1,gpt,gpt-4.1-mini,1,1.2,0,20
1,gpt,gpt-4.1-mini,1,1.2,1,20
1,gpt,gpt-4.1-mini,1,1.2,2,20
1,gpt,gpt-4.1-mini,1,1.2,3,20
1,gpt,gpt-4.1-mini,1,1.2,4,20
1,gpt,gpt-4.1-mini,1,1.2,5,20
1,gpt,gpt-4.1-mini,1,1.2,6,20
1,gpt,gpt-4.1-mini,1,1.2,7,20
1,gpt,gpt-4.1-mini,1,1.2,8,20
1,gpt,gpt-4.1-mini,1,1.2,9,20
1,gpt,gpt-4.1-mini,1,1.6,0,20
1,gpt,gpt-4.1-mini,1,1.6,1,20
1,gpt,gpt-4.1-mini,1,1.6,2,20
1,gpt,gpt-4.1-mini,1,1.6,3,20
1,gpt,gpt-4.1-mini,1,1.6,4,20
1,gpt,gpt-4.1-mini,1,1.6,5,20
3,gpt,gpt-4.1-mini,1,1.6,6,20
1,gpt,gpt-4.1-mini,1,1.6,7,20
1,gpt,gpt-4.1-mini,1,1.6,8,20
1,gpt,gpt-4.1-mini,1,1.6,9,20
2,gpt,gpt-4.1-mini,1,0,0,21
2,gpt,gpt-4.1-mini,1,0,1,21
2,gpt,gpt-4.1-mini,1,0,2,21
2,gpt,gpt-4.1-mini,1,0,3,21
2,gpt,gpt-4.1-mini,1,0,4,21
2,gpt,gpt-4.1-mini,1,0,5,21
2,gpt,gpt-4.1-mini,1,0,6,21
2,gpt,gpt-4.1-mini,1,0,7,21
2,gpt,gpt-4.1-mini,1,0,8,21
2,gpt,gpt-4.1-mini,1,0,9,21
2,gpt,gpt-4.1-mini,1,0.4,0,21
2,gpt,gpt-4.1-mini,1,0.4,1,21
2,gpt,gpt-4.1-mini,1,0.4,2,21
2,gpt,gpt-4.1-mini,1,0.4,3,21
2,gpt,gpt-4.1-mini,1,0.4,4,21
2,gpt,gpt-4.1-mini,1,0.4,5,21
2,gpt,gpt-4.1-mini,1,0.4,6,21
2,gpt,gpt-4.1-mini,1,0.4,7,21
2,gpt,gpt-4.1-mini,1,0.4,8,21
2,gpt,gpt-4.1-mini,1,0.4,9,21
2,gpt,gpt-4.1-mini,1,0.8,0,21
2,gpt,gpt-4.1-mini,1,0.8,1,21
2,gpt,gpt-4.1-mini,1,0.8,2,21
2,gpt,gpt-4.1-mini,1,0.8,3,21
2,gpt,gpt-4.1-mini,1,0.8,4,21
2,gpt,gpt-4.1-mini,1,0.8,5,21
2,gpt,gpt-4.1-mini,1,0.8,6,21
2,gpt,gpt-4.1-mini,1,0.8,7,21
2,gpt,gpt-4.1-mini,1,0.8,8,21
2,gpt,gpt-4.1-mini,1,0.8,9,21
2,gpt,gpt-4.1-mini,1,1.2,0,21
2,gpt,gpt-4.1-mini,1,1.2,1,21
2,gpt,gpt-4.1-mini,1,1.2,2,21
2,gpt,gpt-4.1-mini,1,1.2,3,21
2,gpt,gpt-4.1-mini,1,1.2,4,21
2,gpt,gpt-4.1-mini,1,1.2,5,21
2,gpt,gpt-4.1-mini,1,1.2,6,21
2,gpt,gpt-4.1-mini,1,1.2,7,21
2,gpt,gpt-4.1-mini,1,1.2,8,21
2,gpt,gpt-4.1-mini,1,1.2,9,21
2,gpt,gpt-4.1-mini,1,1.6,0,21
2,gpt,gpt-4.1-mini,1,1.6,1,21
3,gpt,gpt-4.1-mini,1,1.6,2,21
2,gpt,gpt-4.1-mini,1,1.6,3,21
2,gpt,gpt-4.1-mini,1,1.6,4,21
2,gpt,gpt-4.1-mini,1,1.6,5,21
2,gpt,gpt-4.1-mini,1,1.6,6,21
2,gpt,gpt-4.1-mini,1,1.6,7,21
2,gpt,gpt-4.1-mini,1,1.6,8,21
2,gpt,gpt-4.1-mini,1,1.6,9,21
